I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,D
35.061,24.703,41.836,22.757,41.225,18.982,24.131,40.615,39.523,29.169,30.919,17.564,34.563,37.328,19.424,117.94
21.584,27.762,50.866,26.531,36.062,37.27,36.324,17.317,22.898,44.001,30.51,36.273,31.884,32.474,41.593,115.34
42.932,26.359,32.486,29.148,34.601,30.197,27.055,46.253,16.627,46.467,33.67,32.977,31.215,18.048,58.985,123.68
32.501,40.682,37.491,29.668,25.551,22.022,37.875,34.73,26.818,29.616,37.14,9.8475,32.87,55.218,35.936,122.94
25.756,17.009,35.017,8.311,20.58,28.509,34.166,15.224,40.263,31.51,15.532,10.562,32.581,34.529,22.487,94.513
36.468,32.538,31.921,12.2,37.821,11.593,19.387,29.731,40.27,12.961,62.061,23.613,26.333,59.062,12.365,112.21
31.282,29.207,36.222,38.155,29.804,25.783,17.276,45.164,30.285,30.991,36.713,25.428,40.286,21.58,37.983,118.18
19.295,33.775,26.982,25.081,30.139,30.943,24.894,25.933,39.985,33.851,30.919,13.626,36.483,15.671,21.87,104.8
41.264,27.092,33.599,16.707,32.267,30.623,33.375,31.48,33.65,28.135,14.484,22.675,30.09,27.851,28.108,118.45
39.824,24.467,30.74,32.308,31.273,27.626,49.639,37.799,29.562,30.265,39.774,42.507,36.21,22.32,7.0264,121.75
38.815,19.111,34.205,20.316,14.479,27.684,51.281,20.601,37.367,21.434,29.56,14.578,28.619,37.854,14.549,109.88
33.714,19.934,27.025,29.432,36.747,39.018,26.773,23.217,3.2877,37.565,34.252,21.157,14.824,33.402,25.275,109.2
36.739,42.499,13.405,18.877,17.236,27.597,32.577,8.2947,28.221,28.732,18.954,28.581,22.875,24.751,43.106,109.13
53.727,38.509,38.567,31.065,42.025,21.35,33.109,22.017,24.248,38.709,34.634,27.914,36.759,35.659,26.209,140.3
32.873,33.729,15.07,20.528,35.701,22.063,50.237,35.315,20.817,35.347,53.149,39.607,42.235,35.506,31.543,111.21
37.682,27.692,47.405,9.9676,23.085,34.222,7.9835,51.2,33.771,38.956,41.109,20.003,23.762,24.066,12.966,116.17
24.032,26.275,41.101,33.514,31.04,26.917,18.104,41.782,41.667,45.817,29.189,10.029,22.429,24.991,19.094,112.42
27.395,33.006,25.895,32.848,40.485,25.18,55.826,22.359,25.553,32.871,38.998,32.659,26.335,43.618,30.408,116.01
23.867,26.321,37.746,33.63,32.096,26.068,8.1806,35.68,24.995,28.762,28.528,29.836,18.736,27.437,26.463,108.14
22.121,19.963,49.617,18.415,33.398,22.893,30.274,26.727,41.86,9.3454,22.066,33.767,20.987,25.402,24.414,104.9
35.408,26.966,29.25,34.524,40.622,34.03,29.365,16.606,32.579,22.518,27.328,22.737,18.471,35.869,24.087,118.39
44.4,29.907,18.629,25.383,24.103,38.611,35.865,19.37,33.182,35.027,30.1,30.511,22.026,21.522,24.354,118.15
25.46,36.54,23.604,19.44,29.978,30.877,35.6,27.912,28.745,2.7128,33.802,41.006,31.598,23.581,25.104,107.12
45.997,23.255,22.554,39.779,21.665,45.926,21.84,45.375,25.935,32.076,26.775,37.251,32.727,43.33,32.677,121.93
25.238,50.223,17.892,31.814,36.444,3.9096,8.9861,41.556,13.377,20.599,41.286,30.096,43.579,33.734,43.951,109.17
29.353,13.533,21.203,31.367,35.202,39.1,35.206,32.97,21.85,19.888,29.936,37.714,27.198,24.131,19.417,103.05
32.232,27.726,38.356,36.824,29.612,43.923,28.362,26.373,25.702,43.897,26.252,32.512,34.497,22.223,35.533,121.17
17.97,39.817,11.916,33.967,37.207,22.421,31.768,39.762,25.887,31.344,24.003,21.038,24.728,21.542,31.351,103.98
47.784,25.386,47.003,14.431,22.253,27.119,24.58,27.793,28.241,8.012,40.299,27.619,46.659,24.211,31.878,121.99
34.233,7.299,37.916,26.002,28.94,21.703,31.568,36.367,26.653,31.771,20.865,24.012,15.375,21.618,41.788,103.99
30.097,47.4,23.711,32.561,26.778,33.71,13.939,45.077,31.753,26.253,40.339,45.638,20.839,35.595,32.302,120.52
28.566,25.843,38.368,31.099,17.55,39.605,32.642,20.433,29.793,25.168,27.49,42.691,18.764,30.082,39.957,111.97
20.946,30.243,19.159,34.861,41.403,40.191,47.98,22.995,28.109,36.795,28.242,32.622,11.94,41.08,45.328,109.02
16.297,38.719,30.197,32.594,26.244,46.963,29.493,28.59,30.795,33.889,30.136,32.141,37.803,47.561,17.828,110.79
34.262,33.755,32.636,36.853,29.297,48.104,45.133,38.981,47.882,34.536,24.558,23.692,35.535,44.077,35.595,127.48
8.2567,25.828,32.53,44.144,19.312,19.957,19.142,42.651,50.561,23.636,28.592,32.862,37.511,43.838,22.001,96.057
16.545,34.432,31.553,33.829,29.666,28.521,11.229,39.604,56.517,28.861,38.416,28.457,28.555,21.436,29.825,106.98
28.155,25.433,37.695,26.064,46.37,33.898,24.499,30.481,39.667,26.468,34.976,47.271,19.4,30.136,31.388,115.67
37.317,19.518,39.791,29.458,48.236,36.778,49.054,32.726,40.168,6.0388,33.488,20.05,40.283,37.366,33.493,122.95
13.261,35.442,19.074,28.105,28.603,13.603,33.387,33.813,36.881,11.206,32.837,13.276,31.798,32.017,9.8793,95.65
19.725,28.519,23.955,48.433,33.236,13.499,33.727,22.944,11.933,21.278,15.561,14.873,29.768,30.752,9.8241,103.35
23.644,30.423,43.889,24.926,19.708,34.339,32.928,11.322,22.95,20.21,9.1082,42.477,35.627,26.995,49.604,108.81
29.812,12.461,15.365,40.152,26.399,27.463,21.765,19.757,37.725,41.84,35.304,33.62,21.066,31.819,30.164,98.041
44.09,33.423,40.768,25.766,22.588,7.8212,43.898,16.819,31.666,33.043,27.828,40.958,53.568,23.963,35.734,123.77
33.79,20.133,38.99,42.493,40.446,12.637,34.525,18.311,35.586,24.786,12.984,42.82,17.402,33.802,34.219,116.37
24.543,29.915,49.142,37.006,21.332,26.452,9.1427,30.824,32.522,19.273,21.863,33.951,19.873,23.665,29.221,113.29
16.698,33.612,25.085,19.559,30.851,42.003,24.864,41.55,39.675,29.421,25.17,36.322,35.417,15.588,37.327,103.06
38.484,31.584,17.976,45.809,32.962,35.053,21.872,20.88,47.795,28.836,31.813,43.278,25.359,40.678,31.055,120.98
23.641,36.034,20.918,21.349,32.817,10.278,35.978,30.525,30.359,35.569,10.505,27.143,32.035,35.497,26.325,103.17
54.525,16.31,33.704,32.265,31.36,25.182,31.633,31.094,36.512,33.068,17.586,40.807,21.009,52.269,17.983,126.09
55.244,30.446,24.424,24.102,27.385,21.553,35.688,17.386,26.725,42.334,15.795,38.095,20.636,17.319,12.632,125.78
17.067,37.232,42.093,26.741,15.76,15.359,27.819,28.068,22.04,34.361,25.429,20.58,35.787,44.113,32.795,105.03
38.942,31.33,24.692,26.499,20.887,31.18,16.65,38.415,23.033,61.871,30.548,38.446,42.704,26.917,39.003,115.71
24.748,17.437,41.95,34.55,28.447,41.869,34.812,41.897,29.607,43.22,23.993,37.31,40.267,33.412,24.847,111.95
13.312,43.64,28.105,32.554,35.028,39.587,28.006,20.686,26.408,35.658,33.386,9.7596,19.395,54.041,43.284,109.59
11.846,31.39,36.623,37.343,8.5539,19.088,27.124,41.28,30.604,34.599,20.529,21.124,36.322,21.99,35.09,98.566
28.295,31.486,39.257,20.34,28.093,50.94,25.258,23.019,35.601,32.637,21.975,24.366,37.222,30.891,20.068,115.63
20.963,60.131,33.065,32.383,37.675,39.006,29.403,30.555,47.766,12.2,36.925,34.709,25.694,30.897,17.806,127.87
24.106,22.709,16.287,29.128,40.857,17.285,18.242,21.479,48.188,44.036,13.501,34.358,31.674,34.213,48.509,98.052
37.002,51.825,42.025,36.569,26.36,17.285,21.653,27.705,43.792,15.817,41.667,27.48,41.056,38.452,33.675,133.46
20.648,28.212,27.435,16.918,15.451,16.979,33.08,27.727,24.105,37.86,30.306,46.396,22.345,21.984,27.096,95.211
23.745,21.687,27.438,21.675,6.06,20.729,22.391,24.374,46.902,22.482,27.897,24.95,22.599,31.367,25.79,92.071
25.822,24.384,44.823,18.38,35.995,30.638,23.449,24.982,51.496,15.296,28.7,11.277,18.983,28.596,31.616,109.81
36.743,34.263,23.694,48.277,17.913,22.164,31.286,25.514,22.169,30.842,19.191,37.311,14.249,4.487,35.663,118.49
30.552,34.436,7.5169,21.894,38.11,15.947,53.393,31.682,32.666,33.726,21.048,25.615,40.094,17.583,28.883,105.67
39.454,28.333,31.614,41.2,13.797,18.809,51.642,36.566,35.449,29.905,25.987,18.951,53.385,22.813,37.077,120.67
32.983,33.521,32.326,27.115,37.373,26.073,40.296,40.958,35.09,34.448,33.21,39.166,22.899,25.795,19.167,121.37
19.04,28.055,39.957,22.425,18.999,30.537,22.23,40.061,30.579,40.386,17.85,30.886,38.045,32.921,23.903,103.64
11.36,35.752,31.46,29.099,46.902,21.11,25.943,39.735,40.786,20.411,23.259,14.073,37.163,29.369,36.48,105
15.878,13.864,44.856,35.838,34.015,21.462,27.084,26.027,39.091,3.5783,-9.9587,27.964,34.323,8.9163,34.124,97.715
29.607,25.307,33.225,26.034,5.3346,25.248,33.876,18.433,35.282,21.154,32.567,49.262,37.491,44.779,38.409,103.46
52.175,26.528,28.421,29.948,28.22,48.743,26.74,20.804,35.126,40.671,41.842,39.211,37.553,38.24,29.946,129.6
27.603,27.958,27.797,45.105,32.734,33.186,24.842,25.981,35.016,35.713,30.68,25.248,27.289,42.796,38.024,114.9
33.272,23.421,17.339,19.727,27.017,17.955,32.764,21.992,31.546,30.15,30.733,46.918,19.763,38.921,38.182,101.25
21.378,23.557,24.692,23.446,24.573,47.781,22.914,14.572,23.657,17.642,32.104,36.878,34.235,15.84,31.668,97.966
20.747,18.194,41.015,33.426,23.328,28.355,25.891,12.465,33.771,49.413,18.661,20.507,43.74,27.36,45.644,102.13
32.064,36.593,32.364,28.164,31.397,37.027,47.269,25.011,33.838,42.54,42.553,27.232,22.822,15.816,28.847,122.75
13.294,22.96,34.484,42.014,25.926,30.135,41.265,40.969,46.524,26.39,28.381,11.551,34.006,21.118,27.178,103.72
29.995,41.493,22.777,32.401,34.858,26.943,35.113,19.29,28.461,21.424,37.601,30.324,37.5,19.634,35.756,117.75
31.032,20.377,25.12,41.903,42.311,39.747,36.651,34.715,27.436,37.741,37.125,21.499,10.167,35.73,33.165,115.5
20.785,37.002,42.027,34.966,41.002,15.513,20.601,21.361,25.876,33.694,28.081,34.377,44.322,36.262,20.832,114.85
29.115,12.608,37.45,47.952,14.821,47.303,8.311,15.105,42.659,31.979,25.151,18.279,38.689,39.137,23.368,105.99
48.031,26.885,36.413,24.794,1.2594,21.46,27.277,14.413,42.829,35.421,39.907,20.369,30.553,26.627,20.518,115.58
24.295,30.03,25.677,34.205,20.691,50.945,23.463,29.429,48.407,27.65,27.416,39.96,26.744,31.131,52.928,109.87
27.298,30.649,38.419,35.348,25.25,50.425,28.464,11.593,38.337,16.404,32.24,44.791,31.874,33.612,46.335,117.07
25.703,26.505,28.631,33.061,33.854,10.532,4.2151,19.508,25.162,36.666,46.753,33.175,29.238,29.107,20.136,101.77
33.983,35.415,44.871,23.974,11.69,44.116,21.975,18.553,11.596,25.229,48.984,47.438,31.504,19.331,19.44,118.46
43.529,17.688,16.878,23.338,24.487,25.673,25.053,19.545,46.945,43.206,35.905,50.331,30.921,32.117,38.044,107.39
36.364,33.485,34.717,29.955,38.384,44.859,27.592,25.972,26.23,39.059,34.484,25.985,34.275,19.629,24.4,125.77
17.732,33.156,21.034,20.558,25.858,19.35,23.762,23.068,28.266,29.805,29.306,33.836,21.326,13.205,17.567,95.531
37.223,28.21,18.102,13.333,41.251,20.307,31.799,22.287,28.489,33.161,26.708,38.949,41.603,26.282,22.455,108.16
38.218,27.258,31.716,18.953,20.632,38.417,31.656,32.289,15.026,23.472,40.504,24.014,27.237,40.449,20.775,114.1
37.1,23.347,46.254,28.143,24.175,29.919,22.616,29.273,34.058,46.299,28.123,28.846,36.811,28.107,27.485,119.65
16.731,32.709,32.45,40.525,21.432,18.174,27.187,42.804,35.978,31.976,43.946,13.616,38.962,38.731,31.497,106.4
42.268,35.339,28.085,28.961,43.853,33.28,41.046,25.721,17.937,23.636,35.716,40.359,25.148,30.202,32.383,128.07
33.356,43.999,18.709,61.237,25.816,34.979,26.157,14.925,16.245,40.134,33.622,29.739,35.779,36.337,38.817,125.11
28.609,27.108,35.539,19.391,33.553,34.252,24.806,30.286,21.79,38.591,19.746,23.186,34.024,27.835,13.987,110.47
41.504,28.344,15.495,25.947,50.005,17.506,23.973,42.165,24.258,46.051,24.307,22.504,40.304,41.674,47.643,115.98
58.91,22.039,27.782,40.025,42.201,21.683,26.662,35.325,37.719,41.588,34.492,39.862,17.647,30.481,27.714,134.35
22.765,35.597,27.501,30.006,28.835,37.63,20.509,24.062,30.939,33.197,19.99,25.693,34.544,29.219,22.882,109.67
29.818,25.338,19.174,35.858,44.434,22.027,27.695,25.897,20.864,18.486,26.359,50.487,18.711,37.694,35.393,108.4
31.346,22.741,29.471,25.002,38.755,18.121,36.288,21.332,5.4702,15.606,40.41,35.547,15.013,28.346,27.421,106.47
14.056,22.664,27.263,14.119,34.334,43.069,40.044,19.12,26.818,39.457,22.766,32.779,24.989,33.772,30.09,94.265
12.345,41.1,43.079,32.713,21.616,34.998,22.292,28.879,22.649,30.277,27.91,10.041,27.874,39.748,22.071,109.38
26.902,13.281,35.806,28.206,39.916,34.178,31.616,14.475,24.965,20.187,16.469,36.794,21.909,31.87,33.635,104.16
43.266,22.615,49.102,11.139,14.755,47.782,25.52,54.483,31.962,29.476,28.262,37.714,38.885,10.192,29.04,120.64
20.148,32.106,13.999,26.935,24.522,24.127,26.08,12.986,8.6169,46.314,24.553,41.342,31.984,40.021,27.264,94.631
27.685,45.958,19.073,23.278,33.934,28.043,43.592,43.133,35.419,29.142,31.47,30.841,33.496,24.681,34.193,117.13
19.743,7.821,32.454,42.728,25.991,26.228,27.118,31.223,12.438,32.634,24.089,45.852,17.561,37.156,36.702,94.837
33.962,40.458,29.6,18.39,37.342,37.93,55.51,27.603,6.5911,36.704,20.461,27.11,21.15,24.185,19.235,121.66
14.846,28.441,21.758,28.91,23.359,29.064,29.162,12.985,22.326,23.508,13.338,53.519,19.559,45.175,44.418,93.532
38.579,25.676,30.398,21.065,35.834,33.38,32.164,26.05,28.774,33.788,48.2,18.233,45.199,35.665,24.501,117.21
25.415,39.342,46.003,20.249,38.175,40.641,23.779,14.249,39.596,28.855,18.458,31.06,37.317,43.922,26.02,120
28.3,24.87,36.293,16.967,37.246,40.373,28.233,20.493,29.565,24.99,35.017,23.988,39.33,34.662,28.514,110.07
39.209,41.975,35.014,25.255,31.582,31.918,42.601,32.663,28.34,15.254,43.74,16.941,38.418,29.032,28.261,129.21
28.936,41.344,43.829,28.26,37.829,40.265,39.254,32.476,29.677,21.069,26.296,40.672,16.564,42.538,31.692,127.94
29.826,28.085,30.518,29.178,26.873,15.065,35.014,32.528,42.674,20.366,32.262,27.647,31.338,42.914,18.816,110.42
41.414,20.353,36.704,23.2,27.693,28.274,29.72,22.425,54.719,31.533,17.438,32.047,18.246,27.505,43.939,116.75
38.6,50.048,22.467,41.229,39.379,33.042,34.085,34.137,22.413,37.617,31.799,25.06,28.936,34.882,21.103,133.87
31.444,45.854,44.574,38.168,25.176,20.222,33.594,25.23,36.539,28.917,26.444,12.695,35.103,34.352,28.811,128.74
22.02,23.956,31.708,27.013,40.443,18.273,32.372,57.356,23.539,31.152,30.455,13.86,41.935,23.359,28.263,105.95
26.926,40.112,29.977,26.804,32.221,39.769,36.579,33.396,22.759,25.886,23.437,28.318,12.937,21.192,38.514,118.03
37.326,35.833,20.003,8.4596,28.896,37.995,20.686,17.534,25.703,29.42,46.752,27.191,30.449,20.222,27.497,109.73
38.401,32.954,15.68,39.976,35.114,27.578,12.234,23.345,40.081,8.5786,39.066,32.045,49.775,31.116,17.953,116
38.983,27.131,35.632,21.301,36.788,30.828,10.893,21.876,18.034,17.455,17.972,39.246,45.087,34.234,22.244,115.49
31.45,39.432,37.908,27.997,37.237,33.175,25.101,28.8,19.946,30.229,20.103,8.8185,26.318,36.928,38.47,122.7
3.1228,37.389,34.955,0.70207,29.979,23.644,54.338,37.039,41.881,36.624,18.728,37.423,32.105,31.859,20.373,89.917
23.798,17.584,39.882,40.281,28.142,35.073,29.665,39.679,38.397,22.305,20.297,21.4,11.859,36.442,31.704,109.61
17.248,31.924,19.298,34.672,53.679,23.709,16.345,28.079,14.545,23.113,18.075,37.146,39.822,30.721,29.941,102.5
29.79,40.135,35.716,15.081,32.02,31.008,17.278,23.572,26.744,55.804,27.399,30.782,5.8731,17.923,28.628,115.37
33.046,13.609,44.036,24.494,30.569,31.228,29.158,49.278,31.068,45.841,23.619,29.52,46.538,20.629,16.374,112.46
32.132,20.627,25.218,33.524,35.241,28.123,22.84,40.168,22.261,22.415,29.322,31.982,27.562,13.68,34.606,109.19
25.329,34.006,43.81,39.395,23.347,34.498,48.102,17.707,27.945,14.45,31.787,46.195,33.229,22.079,44.535,120
43.093,23.752,46.216,20.205,38.454,11.52,30.796,38.056,10.5,17.839,39.258,34.93,33.223,22.448,33.226,120.74
48.885,32.266,31.743,41.166,36.912,33.086,23.111,25.608,18.378,50.802,31.343,25.957,41.598,18.477,15.757,133.51
44.352,10.592,28.495,16.493,39.157,43.472,32.763,41.793,26.826,33.05,29.191,33.652,21.321,21.529,37.272,113
19.015,25.258,28.774,33.061,14.654,28.145,53.476,42.01,27.349,48.144,25.455,18.579,45.313,34.734,36.423,102.7
29.845,18.931,16.941,49.09,36.031,30.163,20.422,34.539,30.025,38.305,32.371,22.989,16.204,31.716,41.313,107.82
43.433,33.466,44.329,37.007,41.139,27.571,12.701,37.3,44.455,26.003,18.11,36.296,22.505,11.41,28.655,133.59
21.402,24.506,29,28.823,34.591,30.786,26.536,43.874,19.892,32.474,32.558,35.501,24.001,20.945,21.391,104.84
30.638,41.737,25.793,25.115,26.709,21.156,32.992,23.012,22.97,19.594,53.88,11.056,37.721,32.276,32.547,114.41
40.551,38.636,38.68,27.754,28.238,23.657,13.511,37.199,30.311,34.2,32.068,36.057,23.282,21.441,23.574,126.32
30.62,31.444,38.6,37.117,30.616,8.9845,39.492,40.661,17.343,22.716,12.626,20.968,22.494,26.808,25.515,116.76
13.708,22.226,24.013,20.768,7.7675,31.321,37.406,18.261,30.821,32.178,35.73,8.9111,32.804,30.775,52.59,85.89
36.271,18.554,26.807,31.519,39.678,26.117,46.253,39.298,36.153,31.435,23.702,25.694,30.011,37.654,24.307,115
18.662,28.665,28.824,37.386,19.306,27.921,19.548,33.683,26.211,19.22,34.959,46.606,67.907,30.26,32.949,102.36
31.517,35.216,34.396,33.392,51.166,11.95,35.473,16.776,30.084,18.438,39.326,33.345,30.527,48.217,47.21,120.74
24.66,20.823,40.802,22.137,36.845,30.535,40.46,40.521,33.211,41.497,27.605,38.128,43.741,20.235,38.116,110.5
26.51,25.603,42.043,42.48,36.18,34.847,24.7,25.7,8.8784,42.079,24.774,22.22,33.357,36.328,26.896,116.85
18.754,46.382,39.228,28.642,26.702,39.995,42.829,27.867,23.754,34.003,18.223,32.157,19.349,45.98,47.493,118.73
18.716,22.219,36.01,20.842,32.831,21.918,23.145,33.694,29.38,19.184,18.477,10.988,31.723,36.027,32.848,98.27
26.983,29.331,33.853,22.743,24.368,30.294,23.798,33.064,38.046,32.459,18.388,39.63,25.302,33.203,16.71,109.2
33.474,26.712,10.682,38.413,39.753,20.789,35.143,-4.7211,6.1439,29.267,37.111,26.685,7.8892,26.845,22,102.87
22.386,50.582,39.112,45.395,47.021,34.836,28.123,28.9,35.244,20.237,19.727,39.904,22.802,30.548,27.135,130.51
42.02,26.545,29.644,31.357,28.776,27.05,30.19,24.105,33.503,25.121,24.635,22.479,18.394,29.971,15.466,119.6
28.462,32.217,25.584,31.345,42.726,36.06,31.085,20.631,24.306,24.156,12.985,41.099,18.782,37.34,30.446,114.41
43.784,25.938,36.339,31.302,29.574,21.795,15.613,26.397,21.146,39.628,27.243,22.636,33.819,46.999,41.493,120.87
36.701,32.546,28.936,38.032,17.306,40.359,37.564,33.788,46.19,30.305,27.258,32.372,29.474,31.016,34.165,122.47
30.075,11.036,33.63,20.662,26.002,23.724,1.745,26.496,33.854,29.03,29.273,23.755,30.815,39.353,20.697,94.634
27.443,45.159,30.816,36.168,37.535,36.952,24.684,21.202,35.41,6.5191,14.628,26.722,29.667,26.784,12.903,122.04
36.846,29.821,29.694,26.794,37.129,30.388,39.675,30.866,35.328,31.981,45.057,29.292,27.786,17.07,30.227,120.94
24.967,22.293,33.884,30.153,22.231,32.649,-8.5949,31.861,47.169,24.968,31.977,35.413,33.055,28.257,19.456,100.49
24.507,26.63,39.664,33.479,32.17,39.112,31.531,24.751,20.621,27.45,18.302,35.508,31.327,33.447,34.316,113.46
17.511,38.988,34.088,32.026,37.21,26.236,40.73,26.436,7.3067,29.303,11.58,32.028,19.223,17.99,31.475,110.92
22.389,19.883,36.442,17.156,23.744,7.796,27.454,50.01,23.869,47.383,49.489,22.472,27.619,13.993,19.184,96.705
16.49,19.021,16.73,25.066,37.67,20.428,27.481,20.829,27.206,33.771,39.169,30.425,31.535,22.1,15.825,89.424
34.72,27.71,38.967,42.543,32.495,17.949,37.951,35.48,39.926,33.643,46.134,9.5433,39.306,40.151,25.063,123.52
18.564,39.926,27.849,30.726,11.877,34.25,41.973,30.138,35.78,25.653,23.468,23.189,35.807,20.387,15.934,107.28
29.086,16.061,35.66,21.498,26.085,21.904,30.353,72.782,22.397,26.588,45.458,27.555,42.603,25.012,5.9611,105.04
45.019,35.73,37.73,45.186,26.267,18.036,32.779,19.476,21.042,39.805,14.718,32.781,30.776,42.136,28.973,131.37
35.252,40.985,32.882,23.284,29.595,42.667,30.284,27.494,32.765,24.991,20.679,20.06,24.492,51.549,41.532,123.98
38.383,16.759,37.751,27.268,23.625,15.375,41.328,39.953,27.254,18.227,22.099,34.497,8.3393,36.19,35.004,111.71
24.632,24.332,16.68,9.6131,16.772,35.136,36.987,22.393,23.16,29.411,14.989,43.146,10.945,31.442,32.811,91.108
25.871,39.964,35.511,19.984,45.656,37.369,29.748,16.292,33.603,42.41,41.574,24.447,37.063,30.355,18.647,119.03
12.551,23.649,27.303,29.208,28.2,32.647,42.374,53.442,37.396,16.963,40.712,24.576,25.202,37.414,29.811,98.443
34.353,22.506,19.362,54.858,33.957,23.139,15.803,34.237,29.446,36.68,24.182,40.179,19.76,33.069,38.359,113.56
29.083,30.354,28.77,26.551,24.974,23.041,27.957,26.953,29.169,34.197,16.364,44.554,22.456,31.369,29.336,109.05
31.471,29.102,23.655,34.43,33.136,24.286,49.917,14.965,40.923,33.728,23.065,59.913,37.046,30.942,15.615,114.31
38.843,28.746,33.055,36.351,18.274,18.485,32.027,33.895,35.703,47.027,38.855,33.821,7.5343,20.59,28.11,119.39
26.726,34.504,14.773,25.936,31.463,45.785,29.951,25.012,17.47,30.928,31.004,45.673,35.746,35.817,25.643,107.81
34.105,44.789,12.291,43.642,37.7,37.992,38.299,16.334,17.438,19.766,31.722,18.631,33.671,9.2374,33.763,122.01
43.959,22.658,34.053,16.773,30.149,35.138,30.178,12.47,19.265,17.62,29.035,28.356,19.335,17.653,37.781,115.35
22.955,38.977,36.393,26.466,23.033,28.565,21.872,30.74,14.259,33.682,19.352,32.59,26.689,39.973,21.065,111.19
37.353,24.098,35.321,27.345,31.638,26.816,36.817,3.2054,27.299,39.656,17.107,30.77,21.304,36.46,41.384,114.56
38.19,28.73,49.779,28.073,34.468,41.919,43.043,41.01,26.188,25.249,28.116,19.581,24.748,36.632,38.872,130.41
28.237,49.797,30.332,24.796,37.769,41.285,53.382,10.618,24.19,46.893,30.959,25.87,21.509,9.635,30.516,125.23
31.811,34.725,28.682,32.019,17.994,31.396,39.309,16.981,30.707,33.469,23.67,24.537,39.785,37.647,35.185,115.16
49.797,19.638,19.868,35.724,21.295,35.519,33.866,40.781,9.9828,30.816,31.481,47.171,30.933,49.857,24.054,118.85
18.994,31.12,24.269,11.136,28.029,34.718,35.148,26.419,30.877,20.953,20.835,34.813,33.14,35.73,31.002,97.725
32.476,12.788,31.078,39.709,23.272,39.514,31.768,19.463,31.18,49.948,12.176,37.224,42.927,38.183,34.164,108.49
22.192,30.261,24.973,13.517,21.067,17.739,42.504,40.995,21.539,23.846,30.821,31.727,21.352,42.308,39.372,97.985
13.298,15.493,22.035,42.354,33.352,30.997,30.596,33.88,19.817,31.421,47.697,30.415,22.906,30.427,24.978,94.01
